,items,total_sale,quantities,proportions,categories,month
264,PLAIN JANES (VANILLA)         ,618.75,5,0.017812466620517095,MISC,12
289,HAWAIIAN KONA FANCY(REG)      ,612.5699999999999,3,0.01763455786299823,BEVERAGE,12
167,ASIAN WOK TOSSED SALAD        ,612.56,5,0.01763426998474982,FOOD,12
181,PEACH FLAVOUR SINGLE          ,594.0,2,0.01709996795569641,TOBACCO,12
226,GRAPPO SHEESHA                ,594.0,1,0.01709996795569641,MISC,12
268,ROCKSTAR TOOTHPICK HOLDER     ,560.26,2,0.016128666745552984,MERCHANDISE,12
209,CINNA BUNS W CREAM CHESSE FROS,556.87,6,0.01603107601934118,FOOD,12
219,CURRIED WASHINGTON APPLE SOUP ,556.87,6,0.01603107601934118,FOOD,12
279,BODHI CUSHIONS                ,550.13,1,0.015837046079911224,MERCHANDISE,12
244,GUATEMALA ANTIGUA (AULAIT)    ,538.3199999999999,3,0.01549706186853618,BEVERAGE,12
173,BLACK FOREST CREPES           ,538.3199999999999,3,0.01549706186853618,FOOD,12
314,WHISKEY (SM)                  ,525.0,2,0.015113608041650869,LIQUOR,12
278,DAARU BEER GLASS              ,499.5,2,0.014379518508199256,MERCHANDISE,12
281,ROAST CHICKEN SALAD           ,482.62,2,0.013893580024879129,MISC,12
188,BUNUELOS DE CHIRIZO           ,470.26,2,0.013537762509841405,FOOD,12
138,CH NOTE BOOKS                 ,455.70000000000005,7,0.013118611780152957,MERCHANDISE,12
124,AL SIKANDARI HOOKAH DOUBLE    ,455.4,1,0.013109975432700583,TOBACCO,12
177,CH TINS                       ,449.4,2,0.012937248483653144,MERCHANDISE,12
254,SUMATRA MANDHELING (AULAIT)   ,426.93,3,0.012290386059470486,BEVERAGE,12
229,HOUSE BLEND DECAFF (REG)      ,426.93,3,0.012290386059470486,BEVERAGE,12
205,COLUMBIAN SUP DCAFE (RGLR)    ,426.93,3,0.012290386059470486,BEVERAGE,12
146,ADD WHIPPED CREAM             ,408.41999999999996,11,0.011757523421659137,BEVERAGE,12
284,SALI PER EDU/PAPETA PER EDU   ,408.39,3,0.011756659786913901,FOOD,12
208,CHOCOLATE ICECREAM            ,371.28999999999996,10,0.010688631485303907,FOOD,12
125,APPLE FLAVOUR DOUBLE          ,369.6,1,0.010639980061322211,TOBACCO,12
230,TINS RECT & SMALL CIRCULAR    ,359.1,2,0.010337707900489195,MERCHANDISE,12
202,JAVA ESTATES (AULAIT)         ,358.88,2,0.010331374579024121,BEVERAGE,12
231,HONEY ROASTED PEANUT BUTTER CK,340.3,5,0.009796496793473887,FOOD,12
308,STELLA ARTOIS (GLS)           ,328.13,1,0.009446148965156,LIQUOR,12
142,GOLD FLAKE KING BLUE          ,315.0,3,0.009068164824990522,TOBACCO,12
307,STUFFED MUSHROOM              ,309.38,1,0.008906377249382754,FOOD,12
194,CAFE ZABAGLIONE               ,309.38,2,0.008906377249382754,FOOD,12
141,DAIRY OF A DAIRY              ,300.3,1,0.008644983799824297,MERCHANDISE,12
203,CH KEY CHAIN                  ,299.25,3,0.008614756583740996,MERCHANDISE,12
304,NEW ORLEANS BLUE  (AULAIT)    ,284.62,2,0.008193590706313657,BEVERAGE,12
30,ADD CINNAMON FLAVOUR          ,278.46000000000004,9,0.008016257705291623,BEVERAGE,12
293,THUNDER THIGH(JUICE GLS) BLACK,249.75,1,0.007189759254099628,MERCHANDISE,12
199,ADD CARAMEL FLAVOUR           ,247.52,8,0.007125562404703663,BEVERAGE,12
184,GRILLED CHICKEN SAUSAGES      ,247.5,5,0.007124986648206838,FOOD,12
201,NEW ORLEANS BLUE (REG)        ,235.12,2,0.00676859337667229,BEVERAGE,12
256,MUGS - FLAMES                 ,226.13,3,0.0065097908313495444,MERCHANDISE,12
179,NAPKIN STAND                  ,225.0,1,0.006477260589278944,MERCHANDISE,12
237,RECESSION BEER MUG SHOT GLS   ,220.5,1,0.006347715377493365,MERCHANDISE,12
117,MUMBAI SHOT GLASSES           ,220.5,1,0.006347715377493365,MERCHANDISE,12
172,GOA GIRLS SHOT GLASS          ,220.5,1,0.006347715377493365,MERCHANDISE,12
145,ADD VANILLA FLAVOUR           ,216.58,7,0.0062348671041157055,BEVERAGE,12
119,CLASSIC MILD                  ,199.2,2,0.005734534708374958,TOBACCO,12
190,BUTTERED TOASTS               ,198.0,8,0.005699989318565471,FOOD,12
290,SPICED LEMON AND BASIL VELOUTE,185.62,2,0.0053435960470309225,FOOD,12
122,ADD POTATO WEDGES             ,173.24,4,0.004987202775496374,MISC,12
76,MUGS - STRIPE PLAIN           ,150.76,2,0.0043400524730653044,MERCHANDISE,12
255,RULER DIARY                   ,130.2,2,0.003748174794329415,MERCHANDISE,12
