,items,total_sale,quantities,proportions,categories,month
34,SNICKER BAR SHAKE             ,10691.879999999997,64,0.45296678910379456,FOOD,05
108,KF DRAUGHT PITCHER (2LTR)     ,10631.31,18,0.45040071106924723,LIQUOR,05
63,LINDT CHOCOLATE SHAKE         ,10617.75,33,0.44982623495651053,FOOD,05
1,MOROCCAN MINT TEA             ,10358.3,186,0.4388345072684912,BEVERAGE,05
72,DUTCH TRUFFLE CAKE SHAKE      ,10357.789999999995,62,0.43881290086602087,FOOD,05
61,NON-VEG CLUB WRAP             ,9930.94,50,0.42072918930837594,FOOD,05
38,VERTIGO                       ,9801.0,44,0.41522421688293276,FOOD,05
50,MAGGI NDL ARRABIATA           ,9742.500000000004,63,0.41274583542311744,FOOD,05
49,CHICKEN SALAMI PANINI         ,9392.489999999994,66,0.3979174885043133,FOOD,05
48,SATAY CHICKEN PANINI          ,9272.179999999998,65,0.39282049579610157,FOOD,05
5,COOL CALIFORNICA              ,9252.680000000004,88,0.3919943686428299,BEVERAGE,05
33,BAILEYS IRISH SHAKE           ,9132.75,41,0.3869134748227328,FOOD,05
223,LEMON INFUSED CHAR GRILLED VEG,9095.849999999997,49,0.38535018805577215,FOOD,05
279,THE AFTER EIGHT SHAKE         ,8905.73,40,0.37729566013884713,BEVERAGE,05
46,VEG. CLUB WRAP                ,8819.579999999998,46,0.37364587274118716,FOOD,05
84,AL SIKANDARI HOOKAH SINGLE    ,8566.799999999997,22,0.3629367229050819,TOBACCO,05
27,CURRANT COOLER                ,8226.979999999998,70,0.3485400803807315,BEVERAGE,05
86,MISCHIEF HOOKAH SINGLE        ,8084.999999999999,25,0.34252502739501184,TOBACCO,05
116,WHITE WINE SHEESHA            ,7920.0,16,0.33553472071348106,TOBACCO,05
166,BLUEBERRY BRAIN FREEZER SHAKE ,7895.51,58,0.3344971897399617,BEVERAGE,05
17,TROPICAL SMOOTHIE             ,7876.58,67,0.33369521091886245,BEVERAGE,05
65,MT. BROWNIE                   ,7796.25,35,0.3302919907023329,FOOD,05
62,GOOEY CHOCOLATE FUDGE         ,7722.24,96,0.32715652041445353,FOOD,05
39,THAT CHOCOLATE THING......... ,7623.0,44,0.3229521686867255,FOOD,05
19,MASALA CHAI CUTTING           ,7375.5,149,0.3124667086644292,BEVERAGE,05
182,CHEESE FONDUE                 ,7350.83,18,0.31142155190180276,FOOD,05
82,APPLE FLAVOUR SINGLE          ,7128.0,24,0.30198124864213294,TOBACCO,05
101,POUTINE WITH WEDGES           ,6026.699999999998,29,0.25532412895504236,FOOD,05
103,BLACK FOREST SHAKE            ,6014.170000000001,36,0.2547932893021965,FOOD,05
71,MEZE PLATTER                  ,5832.330000000001,43,0.24708954768419913,FOOD,05
234,MIXED FLAVOUR SINGLE          ,5643.0,19,0.23906848850835524,TOBACCO,05
186,CHICKEN SLOUVLAKI WRAP        ,5540.2,28,0.23471331561828632,FOOD,05
7,THE CHOCO LATTE               ,5525.330000000002,47,0.23408334070704784,BEVERAGE,05
87,JUICE HOOKAH SINGLE           ,5451.5999999999985,14,0.2309597327577794,TOBACCO,05
269,SMOKED CHICK & PESTO CREAM CRO,5370.75,31,0.22753448248382932,FOOD,05
230,MEDITER RANEAN PANINO         ,5327.54,41,0.22570386944316903,FOOD,05
30,STRAWBERRY ICED TEA           ,5259.4800000000005,50,0.22282047385077516,BEVERAGE,05
129,SPANISH OMELETTE BREAKFAST    ,4826.39,30,0.20447240160408306,FOOD,05
41,COOKIE MONSTER                ,4677.700000000001,28,0.19817307614664778,FOOD,05
70,STRAWBERRY CHEESECAKE SHAKE   ,4677.680000000001,28,0.198172228836747,FOOD,05
195,CREPES WITH MUSHROOMS         ,4411.650000000001,23,0.18690173619136727,FOOD,05
228,MAISON PIERRE SAUV MARSAN     ,4284.0,2,0.18149378074956474,WINES,05
276,SULA SATORI MERLOT (GLS)      ,4189.5,19,0.17749024146832434,WINES,05
187,CHOCOLATE FONDUE              ,4021.9,10,0.17038978449969058,FOOD,05
252,POLLO CON AIOLI               ,4009.5,18,0.16986445236119976,FOOD,05
126,BLACK CURRANT ICED TEA        ,3997.2200000000003,38,0.16934420408211373,BEVERAGE,05
59,CAESARS SALAD WRAP            ,3984.75,23,0.16881590635897015,FOOD,05
66,HASH BROWN OMELETTE           ,3879.61,19,0.1643615982105086,FOOD,05
113,GREAT LAKES T-SHIRTS                ,3834.6,11,0.16245472727877708,MERCHANDISE,05
23,ULTIMATE HOT CHOCOLATE        ,3644.3799999999997,31,0.15439596281234796,BEVERAGE,05
264,ROMA TOMATO & JALAPENO CROQUE ,3557.8700000000003,23,0.15073092383647385,FOOD,05
215,HOTDOG WRAP                   ,3526.95,19,0.14942098272985,FOOD,05
272,STRAWBERRY LITE SHAKE         ,3415.44,24,0.14469680637798632,BEVERAGE,05
8,IRISH COFFEE                  ,3403.1800000000003,22,0.14417740540880106,BEVERAGE,05
284,TRADITIONAL ITALIAN CRUSTINI  ,3273.16,23,0.13866904374375474,FOOD,05
139,APRICOT FLAVOUR SINGLE        ,3267.0,11,0.13840807229431093,TOBACCO,05
219,ICED LEMON OR STR CAMOMILE    ,3168.0,8,0.1342138882853924,BEVERAGE,05
266,SHERRIED GARLIC MUSHROOMS CRUS,3130.8199999999997,22,0.1326387391798208,FOOD,05
227,MAGGI NDL BOLOGNESE           ,3118.5,18,0.13211679628093315,FOOD,05
136,MARRAKESH HOOKAH SINGLE       ,3115.2,8,0.13197699014730255,TOBACCO,05
240,NUTELLA CREPES                ,3053.59,19,0.12936685199791395,FOOD,05
67,SUNSHINE SHAKE                ,3007.0899999999997,18,0.12739685647857343,FOOD,05
44,SEASONAL FRUITPIE (LOWCAL)    ,2945.25,17,0.12477697426532576,FOOD,05
274,SULA CHENIN BLANC (GLS)       ,2866.5,13,0.12144069153095877,WINES,05
249,PLAIN JANE (CHOCOLATE)        ,2846.25,23,0.12058279025640725,MISC,05
107,THE GREAT INDIAN WRAP         ,2772.0,14,0.11743715224971836,FOOD,05
208,GOSSIPS CHARD AUS (BTL)       ,2756.25,1,0.11676989570284496,WINES,05
51,BUN MASKA & CHAI              ,2673.0,36,0.11324296824079985,FOOD,05
64,ROCKY ROAD SHAKE              ,2672.97,16,0.11324169727594866,FOOD,05
268,SHERRIED MUSHROOMS CROQUE     ,2629.73,17,0.11140981327043718,FOOD,05
58,ITALIAN OMELETTE BREAKFAST    ,2598.83,16,0.11010071947371414,FOOD,05
131,SCRAMBLED EGGS                ,2586.33,22,0.10957115078571937,FOOD,05
105,ADD FRIES                     ,2555.37,59,0.10825951505929395,FOOD,05
9,JAMAICAN BLUE MT (REG)        ,2450.28,12,0.1038073251855844,BEVERAGE,05
226,M & M SHAKE                   ,2450.25,11,0.10380605422073319,BEVERAGE,05
254,QUESO CROQUETAS FRITOS        ,2450.25,11,0.10380605422073319,FOOD,05
261,RED SANGRIA (GLS)á áááááááááá ,2425.5,11,0.10275750821850357,WINES,05
102,MAGGI NDLTHAI STYLE           ,2425.5,14,0.10275750821850357,FOOD,05
98,LINDT HOT CHOCOLATE           ,2413.1,10,0.10223217608001277,BEVERAGE,05
152,STRAWBERRY FLAVOUR SINGLE     ,2376.0,8,0.10066041621404431,TOBACCO,05
106,HERBED CHICKEN PIE            ,2338.8399999999997,14,0.09908611441837346,FOOD,05
258,SULA BLUSH ZINFANDEL (BTL)    ,2268.0,2,0.09608494274976957,WINES,05
13,QUA  MINERAL WATER(500ML)     ,2252.2099999999996,52,0.09541599158309458,BEVERAGE,05
132,KHEEMA GHOTALA                ,2170.24,16,0.09194329195470012,FOOD,05
221,J.PCHENET SPARKLING ROSE (BTL),2142.0,1,0.09074689037478237,FOOD,05
118,ORANGE FLAVOUR SINGLE         ,2079.0,7,0.08807786418728877,TOBACCO,05
154,ASSORTED TAPAS (2)NONVEG      ,2041.9,5,0.08650610432132032,FOOD,05
155,ASSORTED TAPAS(2 )VEG         ,2041.86,6,0.08650440970151874,FOOD,05
220,ITALIAN CAPONATA PANINO       ,2008.0000000000002,13,0.08506991403947854,FOOD,05
133,SANDASS                       ,1998.0,4,0.08464625908908271,MERCHANDISE,05
173,BUTTER MILK PAN CAKES         ,1949.02,21,0.08257119714204404,FOOD,05
181,CHAMPINONES CON AJO Y OLIVA   ,1905.75,11,0.08073804217168137,FOOD,05
246,PESTO CREAM                   ,1887.23,10,0.07995343320354834,FOOD,05
104,CLASSIC BELGIAN  WAFFLE       ,1881.0,19,0.07968949616945174,FOOD,05
222,JAPANESE YAKITORI WRAP        ,1856.3000000000002,10,0.0786430684419741,FOOD,05
28,ESPRESSO                      ,1831.5,37,0.0775924041649925,BEVERAGE,05
29,GREAT LAKES FLOATS W CHOC           ,1794.48,29,0.0760240335386272,BEVERAGE,05
179,CAJUN CHICKEN CRUSTINI        ,1794.4,10,0.07602064429902404,FOOD,05
278,SWEET MELON FLAVOUR SINGLE    ,1782.0,6,0.07549531216053323,FOOD,05
164,BLACKENED BALTI CHICKEN CRUSTI,1769.6800000000003,11,0.0749733692616456,FOOD,05
290,WHITE SANGRIA (GLS)áááá áááááá,1764.0,8,0.07473273324982077,LIQUOR,05
178,SULA BLUSH ZINFANDEL(GLS)     ,1764.0,7,0.07473273324982077,WINES,05
248,PLAIN  JANE (STRAWBERRY)      ,1732.5,14,0.07339822015607397,MISC,05
142,THANK GOD ITS A SUNDAE        ,1726.29,9,0.07313513043187818,FOOD,05
128,KENYA AA  (REG)               ,1701.5900000000001,11,0.07208870270440053,BEVERAGE,05
37,CHEESE CAKE OF THE WEEK       ,1689.2200000000003,13,0.07156464153076092,FOOD,05
146,APPLE PIE SHAKE               ,1670.6,10,0.07077579601312392,FOOD,05
194,CREPES MONTE CRISTO           ,1633.52,8,0.06920488345705625,FOOD,05
123,DOPPIO                        ,1633.5,22,0.06920403614715546,BEVERAGE,05
280,THE CHOC FATHER               ,1584.0,8,0.0671069441426962,FOOD,05
200,DIA SPARKLING WINE(GLS)       ,1575.0,10,0.06672565468733997,WINES,05
97,COLUMBIAN SUPREMO  (REG)      ,1565.4099999999999,11,0.0663193695899104,BEVERAGE,05
259,SULA BRUT (BTL)               ,1512.0,1,0.06405662849984638,WINES,05
203,GNOCCHI CON POMMODORO         ,1456.07,8,0.061687126362282615,FOOD,05
271,SRILANKAN OMELETTE BREAKFAST  ,1447.92,9,0.06134184757771003,FOOD,05
145,YEMENI GREAT LAKES (REG)            ,1429.33,7,0.06055427302492422,BEVERAGE,05
161,MONSOON MALABAR (REG)         ,1386.0,14,0.05871857612485918,BEVERAGE,05
214,HONEYGLAZED CHICK & MUSTERD CR,1386.0,8,0.05871857612485918,FOOD,05
192,COUS COUS WRAP                ,1386.0,8,0.05871857612485918,FOOD,05
250,PLAIN JANES (VANILLA)         ,1361.25,11,0.057670030122629556,MISC,05
55,CHUNKY CHOCO CHIP COOKIES     ,1361.2099999999998,20,0.057668335502827954,FOOD,05
292,ZINZI WHITE  (GLS)            ,1323.0,7,0.056049549937365585,LIQUOR,05
90,4 SEASONS CLAS SYRAH(GLS)     ,1323.0,6,0.056049549937365585,WINES,05
231,MEXICAN CHILLI CON CARNE WRAP ,1299.4099999999999,7,0.05505014790938186,FOOD,05
159,EARL GREY                     ,1293.17,19,0.054785787220334885,BEVERAGE,05
138,APPLE N CINNAMON CREPES       ,1287.04,8,0.05452608673574225,FOOD,05
124,GREAT LAKES CREAM                   ,1256.0800000000002,7,0.053214451009316835,BEVERAGE,05
149,TIRAMISU                      ,1212.75,7,0.05137875410925179,FOOD,05
270,SPICED LEMON AND BASIL VELOUTE,1206.55,13,0.051116088040006384,FOOD,05
143,CHERRY FLAVOUR SINGLE         ,1188.0,4,0.050330208107022156,TOBACCO,05
135,LEMON FLAVOUR SINGLE          ,1188.0,4,0.050330208107022156,TOBACCO,05
31,GREAT LAKES FLOAT W VANILLA         ,1175.7100000000003,19,0.04980953617298572,BEVERAGE,05
22,SUMATRA MANDHELING (REG)      ,1175.6,10,0.049804875968531344,BEVERAGE,05
141,APPLE CINNAMON MUFFIN         ,1157.03,17,0.04901814872564633,FOOD,05
196,CREPES WITH POTATO LAKTES     ,1150.86,6,0.04875675362125211,FOOD,05
2,JAMAICAN BLUE MT (AU LAIT)    ,1144.7,5,0.0484957821718083,BEVERAGE,05
286,VANILLA LITE SHAKE            ,1138.48,8,0.048232268792662104,BEVERAGE,05
52,HERBED GARDEN PIE             ,1138.48,8,0.048232268792662104,FOOD,05
291,ZINZI RED (GLS)               ,1134.0,6,0.048042471374884786,LIQUOR,05
218,ICE BULL                      ,1113.78,6,0.04718584106518446,BEVERAGE,05
175,C C C ROMA TOMATO SALAD       ,1113.75,11,0.04718457010033327,FOOD,05
4,CHAI LATTE                    ,1113.7199999999998,12,0.047183299135482075,BEVERAGE,05
171,SANGRIA ROSE (GLS)            ,1102.5,5,0.04670795828113798,WINES,05
121,AFRICAN OMELETTE BREAKFAST    ,1082.8,5,0.04587335802885824,FOOD,05
100,CHAMOMILE TEA                 ,1020.9099999999997,15,0.043251357540858563,BEVERAGE,05
273,SULA CHENIN BLANC (BTL)       ,1008.0,1,0.04270441899989759,WINES,05
275,SULA SATORI MERLOT (BTL)      ,1008.0,1,0.04270441899989759,WINES,05
285,VANILLA ICECREAM              ,965.36,26,0.040897954291409855,FOOD,05
243,PESCADO PANINO                ,965.28,6,0.04089456505180669,FOOD,05
247,PHILADELPHIA CREAM CHEESECAKE ,959.05,5,0.0406306280177101,FOOD,05
140,COSTARICA TARRAZU (REG)       ,940.48,8,0.03984390077482508,BEVERAGE,05
15,ORANGINA  (250ML)             ,928.15,15,0.039321534220987046,BEVERAGE,05
289,WHAT A MELON                  ,924.0,2,0.03914571741657279,BEVERAGE,05
212,GUAVA                         ,924.0,2,0.03914571741657279,MISC,05
209,GREEK GYROS CRUSTINI          ,897.2,5,0.03801032214951202,FOOD,05
170,PEACH FLAVOUR SINGLE          ,891.0,3,0.03774765608026662,TOBACCO,05
265,ROSE FLAVORS SINGLE           ,891.0,3,0.03774765608026662,MISC,05
160,MONSOON MALABAR (AULAIT)      ,866.25,7,0.03669911007803699,BEVERAGE,05
255,RASPBERRY LITE SHAKE          ,853.8599999999999,6,0.03617420159449657,BEVERAGE,05
25,COOKIE CRUMBLE                ,816.78,6,0.03460328903842892,BEVERAGE,05
232,MEXICAN CHILLY CREPES         ,816.76,4,0.034602441728528124,FOOD,05
288,WARM PEPPER & CHICKPEA SALAD  ,771.54,7,0.03268667404283828,FOOD,05
235,DAILY BEER GLASSES            ,749.25,3,0.03174234715840602,MERCHANDISE,05
137,ALIO AGLIO                    ,742.51,4,0.03145680372183924,FOOD,05
242,PEACH BULL                    ,742.51,4,0.03145680372183924,MISC,05
157,BERRY BULL                    ,742.51,4,0.03145680372183924,BEVERAGE,05
125,KENYA AA (AULAIT)             ,717.76,4,0.030408257719609616,BEVERAGE,05
94,BRAZIL BOURBONSANTOS (AULAIT) ,711.55,5,0.030145167995413818,BEVERAGE,05
93,COSTARICA TARAZU (AULAIT)     ,711.55,5,0.030145167995413818,BEVERAGE,05
172,BUNUELOS DE CHIRIZO           ,705.39,3,0.02988419654597,FOOD,05
277,SUNNY SIDE UP/BULLS EYE       ,705.3699999999999,6,0.0298833492360692,FOOD,05
119,ADD ON S                      ,705.3299999999999,38,0.029881654616267624,MISC,05
287,WAIST WATCHING OMELETTE       ,680.65,5,0.028836074198690765,FOOD,05
91,ADD HERB ROAST CHICKEN        ,667.61,18,0.02828362814337463,MISC,05
191,CINNA BUNS W CREAM CHESSE FROS,649.6800000000001,7,0.027524014817314948,FOOD,05
199,DIA SPARKLING WINE(BTL)       ,630.0,1,0.02669026187493599,WINES,05
244,ETHIOPIAN YIRGACHEFFE (REG)   ,618.76,4,0.0262140737106911,BEVERAGE,05
69,BANANA WALNUT MUFFIN          ,612.55,9,0.025950983986495302,FOOD,05
189,MUGS - PATTERN                ,600.76,6,0.025451494799978644,MERCHANDISE,05
224,BHOJPURI SHOT GLASSES         ,600.75,3,0.02545107114502825,MERCHANDISE,05
122,GREAT LAKES-JAVA BLEND (REG)        ,587.81,5,0.024902861639216067,BEVERAGE,05
148,BRAZIL BOURBONSANTOS (REG)    ,587.8,5,0.024902437984265672,BEVERAGE,05
217,LATE HARVEST SULA CHENIN (BTL),567.0,1,0.024021235687442393,TOBACCO,05
165,BLUE BERRY MUFFINS            ,556.86,6,0.02359164956774104,FOOD,05
216,ETHOPIAN YIRGACHEFFE (AULAIT) ,538.3199999999999,3,0.02280619328970721,BEVERAGE,05
92,JAVA ESTATES (AULAIT)         ,538.3199999999999,3,0.02280619328970721,BEVERAGE,05
229,MANDALA VALLEY RED ZINFANDEL(G,504.0,2,0.021352209499948795,WINES,05
95,COLUMBIAN SUPREMO (AULAIT)    ,501.18,3,0.021232738803937175,BEVERAGE,05
225,DAIRY OF A DAIRY              ,499.8,2,0.021174274420782555,MERCHANDISE,05
253,POLLO PELOTA CON TAMATE SALSA ,470.26,2,0.01992279769731333,FOOD,05
158,HOUSEBLEND FULLCITY (REG)     ,470.24,4,0.01992195038741254,BEVERAGE,05
193,CREME BRULEE                  ,464.07,3,0.019660555283018327,FOOD,05
204,YEMENI GREAT LAKES (AULAIT)         ,457.88,2,0.01939831286872332,BEVERAGE,05
130,GRILLED CHICKEN SAUSAGES      ,445.5,9,0.01887382804013331,FOOD,05
205,LATE HARVEST SULA CHENIN (GLS),441.0,2,0.018683183312455193,TOBACCO,05
134,CLASSIC MILD                  ,438.0,5,0.018556086827336452,TOBACCO,05
0,1 AXE TWIST                   ,433.15,5,0.018350614176394484,MISC,05
11,SUMATRA MANDHELING (AULAIT)   ,426.93,3,0.01808710079724829,BEVERAGE,05
127,GREAT LAKES-JAVA BLEND (AULAIT)     ,426.93,3,0.01808710079724829,BEVERAGE,05
115,BENSON & HEDGES LIGHTS        ,398.4,4,0.016878413223769047,TOBACCO,05
153,ASIAN WOK TOSSED SALAD        ,396.0,4,0.01677673603567405,FOOD,05
239,NIRVANA HOOKAH DOUBLE         ,389.4,1,0.01649712376841282,FOOD,05
237,GREAT LAKES STAMP DAIRY             ,374.85,3,0.015880705815586916,MISC,05
198,CURRIED WASHINGTON APPLE SOUP ,371.24,4,0.01572776637849403,FOOD,05
233,MINT FLAVOUR DOUBLE           ,369.6,1,0.015658286966629114,TOBACCO,05
190,CHOCOLATE ICECREAM            ,334.15000000000003,9,0.01415643016747597,FOOD,05
156,B-BEANS G-TOMATO & WEDGES     ,321.76,4,0.013631521683935563,FOOD,05
26,ADD HAZELNUT FLAVOUR          ,309.40000000000003,10,0.013107884165246345,BEVERAGE,05
151,BENSON & HEDGES SPL           ,298.79999999999995,3,0.012658809917826783,TOBACCO,05
176,INDIAN PEABERRY (REG)         ,297.0,3,0.012582552026755539,BEVERAGE,05
184,PROFESSOR COOL                ,294.75,1,0.012487229662916481,MERCHANDISE,05
185,MADIBA COOL                   ,294.75,1,0.012487229662916481,MERCHANDISE,05
147,GUERILLA COOL                 ,294.75,1,0.012487229662916481,MERCHANDISE,05
197,CRUMBED TOFU CRUSTINI         ,284.62,2,0.012058067198165526,FOOD,05
99,HOUSE BLEND DECAFF (REG)      ,284.62,2,0.012058067198165526,BEVERAGE,05
206,GOLD FLAKE KINGS-BIG          ,262.79999999999995,3,0.01113365209640187,TOBACCO,05
177,MUGS - TOP BOTTOM             ,261.0,4,0.011057394205330626,MERCHANDISE,05
89,4 SEASONS CLAS SAUV(GLS       ,252.0,1,0.010676104749974397,WINES,05
150,DAARU BEER GLASS              ,249.75,1,0.01058078238613534,MERCHANDISE,05
183,MM DAIRY GRAMAPHONE           ,226.8,1,0.009608494274976957,MERCHANDISE,05
174,BUTTERED TOASTS               ,222.75,9,0.009436914020066654,FOOD,05
213,HONEY ROASTED PEANUT BUTTER CK,204.18,3,0.008650186777181636,FOOD,05
282,ZERO SIZE SHOT GLS            ,200.25,1,0.008483690381676083,MERCHANDISE,05
245,RECESSION BEER MUG SHOT GLS   ,200.25,1,0.008483690381676083,MERCHANDISE,05
180,CAPONATA                      ,185.63,1,0.00786430684419741,FOOD,05
283,TOMATOLINO                    ,185.62,2,0.007863883189247014,FOOD,05
163,BLACK FOREST CREPES           ,179.44,1,0.007602064429902404,FOOD,05
211,GUATEMALA ANTIGUA (AULAIT)    ,179.44,1,0.007602064429902404,BEVERAGE,05
207,GOLD FLAKE LIGHTS-BIG         ,175.2,2,0.0074224347309345805,TOBACCO,05
88,2 AXE TWIST                   ,173.25,1,0.0073398220156073975,BEVERAGE,05
188,JAVA ESTATES (REG)            ,154.69,1,0.006553518427672775,BEVERAGE,05
251,MUGS - FLAMES                 ,150.75,2,0.006386598377216827,MERCHANDISE,05
169,CON PANNA                     ,148.5,2,0.0062912760133777695,BEVERAGE,05
96,NEW ORLEANS BLUE  (AULAIT)    ,142.31,1,0.006029033599082763,BEVERAGE,05
281,HOUSEBLEND FULLCITY (AU LAIT) ,142.31,1,0.006029033599082763,BEVERAGE,05
202,ESPRESSO TRIOS                ,136.13,1,0.005767214839738153,BEVERAGE,05
20,ADD VANILLA FLAVOUR           ,123.76,4,0.005243153666098537,BEVERAGE,05
267,CLASSIC ULTRA MILD            ,87.6,1,0.0037112173654672903,TOBACCO,05
168,CLASSIC MENTHOL               ,87.6,1,0.0037112173654672903,TOBACCO,05
257,BOTTLED WATER (1LITRE)        ,86.62,2,0.003669699180328501,BEVERAGE,05
167,COOLER GLASS(PILSNER)         ,78.75,1,0.003336282734366999,MERCHANDISE,05
236,MUGS - TALL PLAIN             ,75.38,1,0.003193511016083611,MERCHANDISE,05
210,ADD WHIPPED CREAM             ,74.26,2,0.003146061661639281,BEVERAGE,05
201,ENG BREAKFAST TEA             ,68.06,1,0.0028833955923938787,BEVERAGE,05
162,DIP BOWL                      ,67.5,1,0.0028596709151717135,MERCHANDISE,05
144,ADD CINNAMON FLAVOUR          ,61.88,2,0.0026215768330492685,BEVERAGE,05
120,ADD POTATO WEDGES             ,43.31,1,0.0018348495901642505,MISC,05
263,ADD CARAMEL FLAVOUR           ,30.94,1,0.0013107884165246342,BEVERAGE,05
238,MOTHERS DAY SPL               ,0.05,5,2.118274751979047e-06,FOOD,05
